review_id=R000001 | customer_id=C008526 | product_id=P01279 | product=toy set | date=2024-09-07 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R001880 | customer_id=C005645 | product_id=P01204 | product=watch | date=2024-10-08 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R001881 | customer_id=C004811 | product_id=P00049 | product=coffee maker | date=2024-01-01 | rating=5/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R001882 | customer_id=C003134 | product_id=P01171 | product=laptop | date=2022-08-09 | rating=4/5 | sentiment=Positive | review=Fast shipping and product exactly as described.
review_id=R001883 | customer_id=C009513 | product_id=P01601 | product=toy set | date=2022-07-11 | rating=1/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R001884 | customer_id=C008212 | product_id=P00842 | product=coffee maker | date=2023-12-09 | rating=4/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R001885 | customer_id=C004986 | product_id=P01472 | product=novel | date=2023-01-27 | rating=5/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R001886 | customer_id=C002554 | product_id=P00545 | product=skincare kit | date=2024-11-09 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001887 | customer_id=C008885 | product_id=P01997 | product=coffee maker | date=2024-12-07 | rating=5/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R001888 | customer_id=C000320 | product_id=P01371 | product=jacket | date=2022-12-15 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R001889 | customer_id=C005791 | product_id=P01831 | product=toy set | date=2024-12-27 | rating=2/5 | sentiment=Negative | review=Terrible experience. Took 3 weeks and arrived damaged.
review_id=R001890 | customer_id=C003747 | product_id=P00600 | product=toy set | date=2024-10-17 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001891 | customer_id=C000912 | product_id=P01044 | product=trainers | date=2023-12-31 | rating=5/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R001892 | customer_id=C002359 | product_id=P00352 | product=headphones | date=2024-07-29 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R001893 | customer_id=C008368 | product_id=P01496 | product=headphones | date=2023-09-15 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R001894 | customer_id=C006891 | product_id=P01359 | product=laptop | date=2022-08-14 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R001895 | customer_id=C000508 | product_id=P01261 | product=coffee maker | date=2024-03-28 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R001896 | customer_id=C008245 | product_id=P01581 | product=novel | date=2022-01-17 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R001897 | customer_id=C005560 | product_id=P00286 | product=blender | date=2023-04-16 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001898 | customer_id=C004868 | product_id=P00327 | product=headphones | date=2022-05-19 | rating=2/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R001899 | customer_id=C000351 | product_id=P00948 | product=headphones | date=2023-04-02 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R001900 | customer_id=C000137 | product_id=P01035 | product=watch | date=2023-07-30 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R001901 | customer_id=C002707 | product_id=P01538 | product=headphones | date=2023-07-17 | rating=1/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R001902 | customer_id=C009998 | product_id=P01574 | product=novel | date=2022-06-04 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001903 | customer_id=C006414 | product_id=P00166 | product=blender | date=2022-05-20 | rating=3/5 | sentiment=Neutral | review=Works as advertised. Not blown away but satisfied.
review_id=R001904 | customer_id=C000937 | product_id=P01076 | product=headphones | date=2022-10-02 | rating=1/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001905 | customer_id=C007638 | product_id=P00097 | product=watch | date=2024-11-21 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R001906 | customer_id=C006804 | product_id=P00671 | product=trainers | date=2024-10-26 | rating=4/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R001907 | customer_id=C008007 | product_id=P01116 | product=watch | date=2022-10-25 | rating=4/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R001908 | customer_id=C006061 | product_id=P01244 | product=skincare kit | date=2024-03-22 | rating=5/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R001909 | customer_id=C008932 | product_id=P01657 | product=skincare kit | date=2022-10-19 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R001910 | customer_id=C005063 | product_id=P00359 | product=headphones | date=2024-12-17 | rating=4/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R001911 | customer_id=C008295 | product_id=P01967 | product=watch | date=2023-07-05 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R001912 | customer_id=C002383 | product_id=P01361 | product=blender | date=2022-04-29 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R001913 | customer_id=C004859 | product_id=P01659 | product=trainers | date=2023-06-26 | rating=1/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R001914 | customer_id=C007221 | product_id=P01038 | product=blender | date=2023-04-23 | rating=1/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R001915 | customer_id=C004616 | product_id=P01584 | product=trainers | date=2023-11-03 | rating=5/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R001916 | customer_id=C009759 | product_id=P01776 | product=skincare kit | date=2022-03-11 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R001917 | customer_id=C001678 | product_id=P01115 | product=novel | date=2023-07-08 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R001918 | customer_id=C006666 | product_id=P01120 | product=novel | date=2023-06-14 | rating=2/5 | sentiment=Negative | review=Terrible experience. Took 3 weeks and arrived damaged.
review_id=R001919 | customer_id=C008963 | product_id=P00032 | product=headphones | date=2023-05-28 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R001920 | customer_id=C000550 | product_id=P01518 | product=toy set | date=2024-09-13 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R001921 | customer_id=C005927 | product_id=P00115 | product=watch | date=2023-04-08 | rating=4/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R001922 | customer_id=C008714 | product_id=P01332 | product=watch | date=2022-10-19 | rating=3/5 | sentiment=Neutral | review=Works as advertised. Not blown away but satisfied.
review_id=R001923 | customer_id=C008397 | product_id=P01254 | product=novel | date=2022-12-10 | rating=3/5 | sentiment=Neutral | review=Works as advertised. Not blown away but satisfied.
review_id=R001924 | customer_id=C004988 | product_id=P00136 | product=laptop | date=2023-08-06 | rating=1/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R001925 | customer_id=C001989 | product_id=P00093 | product=skincare kit | date=2023-06-26 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R001926 | customer_id=C009947 | product_id=P00466 | product=jacket | date=2024-01-18 | rating=5/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R001927 | customer_id=C004606 | product_id=P01059 | product=watch | date=2023-03-18 | rating=5/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R001928 | customer_id=C008610 | product_id=P00807 | product=watch | date=2022-02-13 | rating=2/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R001929 | customer_id=C007084 | product_id=P01447 | product=skincare kit | date=2024-11-30 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001930 | customer_id=C008394 | product_id=P01259 | product=skincare kit | date=2024-09-10 | rating=1/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R001931 | customer_id=C001736 | product_id=P01861 | product=trainers | date=2024-09-07 | rating=4/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R001932 | customer_id=C006058 | product_id=P01143 | product=coffee maker | date=2024-01-18 | rating=1/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R001933 | customer_id=C009525 | product_id=P01297 | product=toy set | date=2023-05-16 | rating=2/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R001934 | customer_id=C003701 | product_id=P01684 | product=laptop | date=2022-08-14 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R001935 | customer_id=C001943 | product_id=P01356 | product=novel | date=2024-11-09 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R001936 | customer_id=C005294 | product_id=P01939 | product=blender | date=2022-02-08 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R001937 | customer_id=C002294 | product_id=P01351 | product=toy set | date=2023-12-25 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R001938 | customer_id=C000701 | product_id=P01484 | product=watch | date=2024-06-03 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001939 | customer_id=C004111 | product_id=P00068 | product=watch | date=2023-10-21 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R001940 | customer_id=C003353 | product_id=P00103 | product=coffee maker | date=2022-05-13 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001941 | customer_id=C006563 | product_id=P01506 | product=headphones | date=2022-06-28 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R001942 | customer_id=C003715 | product_id=P00401 | product=watch | date=2022-11-16 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R001943 | customer_id=C002357 | product_id=P01936 | product=headphones | date=2024-12-27 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001944 | customer_id=C000544 | product_id=P00145 | product=headphones | date=2022-06-19 | rating=1/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R001945 | customer_id=C006177 | product_id=P00685 | product=novel | date=2023-01-20 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001946 | customer_id=C009739 | product_id=P01899 | product=watch | date=2022-05-05 | rating=5/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R001947 | customer_id=C009640 | product_id=P01171 | product=blender | date=2024-12-07 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R001948 | customer_id=C008562 | product_id=P00277 | product=novel | date=2024-05-31 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001949 | customer_id=C001353 | product_id=P01773 | product=skincare kit | date=2022-04-30 | rating=1/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001950 | customer_id=C009672 | product_id=P00618 | product=coffee maker | date=2023-10-14 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R001951 | customer_id=C003403 | product_id=P01421 | product=novel | date=2023-11-18 | rating=4/5 | sentiment=Positive | review=Product quality is excellent and delivery was fast.
review_id=R001952 | customer_id=C008065 | product_id=P00069 | product=skincare kit | date=2024-02-06 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R001953 | customer_id=C008479 | product_id=P01880 | product=watch | date=2022-12-09 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R001954 | customer_id=C004270 | product_id=P00141 | product=blender | date=2024-11-19 | rating=5/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R001955 | customer_id=C002384 | product_id=P01555 | product=laptop | date=2023-11-02 | rating=2/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R001956 | customer_id=C005105 | product_id=P01708 | product=watch | date=2024-12-19 | rating=2/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R001957 | customer_id=C003184 | product_id=P01874 | product=coffee maker | date=2022-04-29 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001958 | customer_id=C005481 | product_id=P00141 | product=blender | date=2024-02-29 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001959 | customer_id=C007477 | product_id=P01714 | product=laptop | date=2023-07-01 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001960 | customer_id=C004827 | product_id=P00968 | product=novel | date=2022-01-10 | rating=2/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R001961 | customer_id=C003095 | product_id=P00280 | product=laptop | date=2024-03-28 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001962 | customer_id=C009862 | product_id=P00894 | product=trainers | date=2023-10-15 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R001963 | customer_id=C001744 | product_id=P00627 | product=headphones | date=2022-10-12 | rating=5/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R001964 | customer_id=C009161 | product_id=P00494 | product=trainers | date=2022-06-23 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R001965 | customer_id=C003521 | product_id=P00893 | product=toy set | date=2023-11-02 | rating=5/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R001966 | customer_id=C006056 | product_id=P01983 | product=toy set | date=2023-10-12 | rating=4/5 | sentiment=Positive | review=Fast shipping and product exactly as described.
review_id=R001967 | customer_id=C005746 | product_id=P00859 | product=skincare kit | date=2024-07-11 | rating=2/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R001968 | customer_id=C003068 | product_id=P00533 | product=jacket | date=2022-08-08 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R001969 | customer_id=C003194 | product_id=P01347 | product=watch | date=2024-11-21 | rating=2/5 | sentiment=Negative | review=Terrible experience. Took 3 weeks and arrived damaged.
review_id=R001970 | customer_id=C007276 | product_id=P00508 | product=novel | date=2023-01-29 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R001971 | customer_id=C000415 | product_id=P01804 | product=skincare kit | date=2024-10-15 | rating=5/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R001972 | customer_id=C001808 | product_id=P00374 | product=headphones | date=2023-10-01 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R001973 | customer_id=C002534 | product_id=P01159 | product=blender | date=2023-04-14 | rating=1/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R001974 | customer_id=C006070 | product_id=P01272 | product=trainers | date=2024-02-12 | rating=3/5 | sentiment=Neutral | review=Mixed feelings. Product is fine but instructions unclear.
review_id=R001975 | customer_id=C008463 | product_id=P00269 | product=headphones | date=2022-06-22 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R001976 | customer_id=C008107 | product_id=P01500 | product=skincare kit | date=2023-04-07 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R001977 | customer_id=C003422 | product_id=P00924 | product=jacket | date=2022-07-14 | rating=5/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R001978 | customer_id=C009125 | product_id=P00170 | product=toy set | date=2023-06-05 | rating=4/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R001979 | customer_id=C002191 | product_id=P01455 | product=watch | date=2023-09-30 | rating=5/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R001980 | customer_id=C005261 | product_id=P01744 | product=coffee maker | date=2024-07-29 | rating=4/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R001981 | customer_id=C008347 | product_id=P00917 | product=headphones | date=2022-11-22 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R001982 | customer_id=C008719 | product_id=P00608 | product=jacket | date=2024-09-18 | rating=5/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R001983 | customer_id=C007389 | product_id=P00922 | product=coffee maker | date=2023-01-21 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R001984 | customer_id=C005694 | product_id=P00811 | product=toy set | date=2024-12-21 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R001985 | customer_id=C000638 | product_id=P01101 | product=jacket | date=2022-05-21 | rating=5/5 | sentiment=Positive | review=Packaging was perfect and the item works flawlessly.
review_id=R001986 | customer_id=C006643 | product_id=P00130 | product=watch | date=2023-09-04 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R001987 | customer_id=C007558 | product_id=P01994 | product=coffee maker | date=2022-05-30 | rating=3/5 | sentiment=Neutral | review=Decent product but the packaging could be better.
review_id=R001988 | customer_id=C006924 | product_id=P01566 | product=novel | date=2024-09-12 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R001989 | customer_id=C008022 | product_id=P00925 | product=trainers | date=2024-09-13 | rating=4/5 | sentiment=Positive | review=Fast shipping and product exactly as described.
review_id=R001990 | customer_id=C005815 | product_id=P01930 | product=novel | date=2024-11-01 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R001991 | customer_id=C006598 | product_id=P00172 | product=novel | date=2022-08-05 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R001992 | customer_id=C006307 | product_id=P00605 | product=skincare kit | date=2024-05-11 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R001993 | customer_id=C009058 | product_id=P01021 | product=blender | date=2022-03-31 | rating=4/5 | sentiment=Positive | review=Fast shipping and product exactly as described.
review_id=R001994 | customer_id=C008321 | product_id=P01128 | product=trainers | date=2024-07-17 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R001995 | customer_id=C004306 | product_id=P01276 | product=trainers | date=2024-05-08 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R001996 | customer_id=C001076 | product_id=P00052 | product=blender | date=2022-02-08 | rating=5/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R001997 | customer_id=C007740 | product_id=P00332 | product=laptop | date=2024-11-09 | rating=5/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R001998 | customer_id=C000717 | product_id=P01356 | product=headphones | date=2024-05-20 | rating=1/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R001999 | customer_id=C001204 | product_id=P01003 | product=toy set | date=2024-11-23 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R002000 | customer_id=C002766 | product_id=P01237 | product=coffee maker | date=2023-04-08 | rating=2/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R002001 | customer_id=C007248 | product_id=P01585 | product=toy set | date=2024-11-13 | rating=2/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R002002 | customer_id=C004817 | product_id=P00482 | product=watch | date=2022-05-29 | rating=4/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R002003 | customer_id=C007192 | product_id=P01841 | product=blender | date=2024-11-27 | rating=2/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R002004 | customer_id=C006590 | product_id=P01203 | product=trainers | date=2022-05-08 | rating=5/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R002005 | customer_id=C004804 | product_id=P00426 | product=jacket | date=2024-08-19 | rating=4/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R002006 | customer_id=C003923 | product_id=P01661 | product=toy set | date=2023-04-27 | rating=1/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R002007 | customer_id=C008617 | product_id=P00405 | product=skincare kit | date=2023-10-01 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R002008 | customer_id=C005869 | product_id=P01036 | product=headphones | date=2022-04-16 | rating=1/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R002009 | customer_id=C008090 | product_id=P00852 | product=skincare kit | date=2023-04-15 | rating=1/5 | sentiment=Negative | review=Quality does not match the product images at all.
review_id=R002010 | customer_id=C003194 | product_id=P00562 | product=toy set | date=2022-10-07 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R002011 | customer_id=C001208 | product_id=P00823 | product=headphones | date=2022-02-01 | rating=3/5 | sentiment=Neutral | review=Product is okay. Nothing special but does the job.
review_id=R002012 | customer_id=C005371 | product_id=P01216 | product=blender | date=2023-10-23 | rating=4/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R002013 | customer_id=C000530 | product_id=P00832 | product=blender | date=2022-07-31 | rating=2/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R002014 | customer_id=C003511 | product_id=P00383 | product=coffee maker | date=2022-09-29 | rating=2/5 | sentiment=Negative | review=Very disappointed. Item was missing components.
review_id=R002015 | customer_id=C007148 | product_id=P01029 | product=jacket | date=2024-09-19 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R002016 | customer_id=C007366 | product_id=P00371 | product=toy set | date=2022-01-30 | rating=1/5 | sentiment=Negative | review=Product stopped working after two weeks. Disappointing.
review_id=R002017 | customer_id=C006517 | product_id=P00474 | product=trainers | date=2024-05-14 | rating=4/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R002018 | customer_id=C008439 | product_id=P01341 | product=trainers | date=2023-02-08 | rating=5/5 | sentiment=Positive | review=Fast shipping and product exactly as described.
review_id=R002019 | customer_id=C007373 | product_id=P01084 | product=trainers | date=2023-07-27 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R002020 | customer_id=C005113 | product_id=P01809 | product=skincare kit | date=2023-07-08 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R002021 | customer_id=C001084 | product_id=P00907 | product=toy set | date=2023-02-19 | rating=5/5 | sentiment=Positive | review=Fast shipping and product exactly as described.
review_id=R002022 | customer_id=C003659 | product_id=P00161 | product=laptop | date=2022-11-28 | rating=5/5 | sentiment=Positive | review=Very happy with my purchase. Top quality.
review_id=R002023 | customer_id=C008953 | product_id=P01591 | product=toy set | date=2023-02-13 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R002024 | customer_id=C001344 | product_id=P01472 | product=blender | date=2023-09-06 | rating=4/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R002025 | customer_id=C008974 | product_id=P00930 | product=trainers | date=2022-09-05 | rating=5/5 | sentiment=Positive | review=Packaging was perfect and the item works flawlessly.
review_id=R002026 | customer_id=C000376 | product_id=P00830 | product=novel | date=2023-07-23 | rating=3/5 | sentiment=Neutral | review=Works as advertised. Not blown away but satisfied.
review_id=R002027 | customer_id=C004125 | product_id=P00550 | product=trainers | date=2024-09-10 | rating=2/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R002028 | customer_id=C000326 | product_id=P00739 | product=skincare kit | date=2024-12-12 | rating=1/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R002029 | customer_id=C004823 | product_id=P01428 | product=jacket | date=2024-12-05 | rating=1/5 | sentiment=Negative | review=Had to return the item. Process was a hassle.
review_id=R002030 | customer_id=C005176 | product_id=P00733 | product=skincare kit | date=2024-06-19 | rating=3/5 | sentiment=Neutral | review=It arrived on time. Product is functional if basic.
review_id=R002031 | customer_id=C008802 | product_id=P01938 | product=skincare kit | date=2024-03-22 | rating=5/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
review_id=R002032 | customer_id=C004519 | product_id=P01432 | product=headphones | date=2024-12-26 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R002033 | customer_id=C006619 | product_id=P00954 | product=trainers | date=2022-10-19 | rating=1/5 | sentiment=Negative | review=Delivery was extremely late. Customer service unhelpful.
review_id=R002034 | customer_id=C006776 | product_id=P00775 | product=coffee maker | date=2023-01-05 | rating=3/5 | sentiment=Neutral | review=Average quality. Delivery took longer than expected.
review_id=R002035 | customer_id=C008112 | product_id=P00019 | product=watch | date=2022-10-20 | rating=3/5 | sentiment=Neutral | review=Good enough for the price. Would consider buying again.
review_id=R002036 | customer_id=C002160 | product_id=P00832 | product=headphones | date=2024-02-17 | rating=4/5 | sentiment=Positive | review=Arrived ahead of schedule and in perfect condition.
review_id=R002037 | customer_id=C008684 | product_id=P00923 | product=toy set | date=2023-06-12 | rating=5/5 | sentiment=Positive | review=Five stars. Brilliant product and super quick delivery.
review_id=R002038 | customer_id=C003275 | product_id=P00399 | product=novel | date=2024-10-26 | rating=4/5 | sentiment=Positive | review=Exactly what I needed. Amazing quality for the price.
review_id=R002039 | customer_id=C007091 | product_id=P00955 | product=blender | date=2022-02-23 | rating=4/5 | sentiment=Positive | review=Great value for money. Will definitely buy again.
review_id=R002040 | customer_id=C004119 | product_id=P00909 | product=novel | date=2024-07-27 | rating=1/5 | sentiment=Negative | review=Terrible experience. Took 3 weeks and arrived damaged.
review_id=R002041 | customer_id=C007979 | product_id=P00729 | product=coffee maker | date=2024-10-06 | rating=5/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R002042 | customer_id=C002529 | product_id=P00472 | product=headphones | date=2024-03-30 | rating=2/5 | sentiment=Negative | review=Packaging was damaged but support resolved it quickly.
review_id=R002043 | customer_id=C004224 | product_id=P01670 | product=trainers | date=2023-10-09 | rating=2/5 | sentiment=Negative | review=Misleading description. Product is much smaller than shown.
review_id=R002044 | customer_id=C004292 | product_id=P00612 | product=trainers | date=2024-01-29 | rating=4/5 | sentiment=Positive | review=Outstanding customer service. Highly recommend.
review_id=R002045 | customer_id=C007157 | product_id=P00560 | product=novel | date=2022-08-21 | rating=1/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R002046 | customer_id=C006023 | product_id=P01857 | product=trainers | date=2023-06-06 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R002047 | customer_id=C002789 | product_id=P01565 | product=novel | date=2022-05-08 | rating=1/5 | sentiment=Negative | review=Poor build quality. Expected much better at this price.
review_id=R002048 | customer_id=C002231 | product_id=P01659 | product=laptop | date=2024-12-09 | rating=3/5 | sentiment=Neutral | review=Reasonable quality. Neutral about overall experience.
review_id=R002049 | customer_id=C009722 | product_id=P01274 | product=jacket | date=2023-07-03 | rating=2/5 | sentiment=Negative | review=Would not recommend. Product broke on first use.
review_id=R002050 | customer_id=C005172 | product_id=P01936 | product=watch | date=2023-04-26 | rating=4/5 | sentiment=Positive | review=Absolutely love this item. Exceeded my expectations.
